cl	scl	ord	fam	gen	sp	ref	newref	famlab	genlab	splab	cod	dispcat	disp	area	fruit	leng	diam	frfm	pdm	sdm	seeds	seedm	ry	kjg	kjfr	pcw	lip	pro	nsc	ash	fib
Magnoliopsida	Rosidae	Myrtales	MELASTOMATACEAE	Miconia	sp.1	3	46	MELASTOM	Miconia	sp.1	MSP.1	Birds		NTAmerica	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	17.54	NA	75	0.08	0.05	0.81	0.07	NA
Magnoliopsida	Rosidae	Myrtales	MELASTOMATACEAE	Miconia	sp.2	38	49	MELASTOM	Miconia	sp.2	MSP2	Birds		NTAmerica	Berry2	4.5	4.5	0.04	0.01	0	38	0	19.8	NA	NA	71.2	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Myrtales	MELASTOMATACEAE	Mouriri	nervosa	71	9	MELASTOM	Mouriri	sagotian	MSAG	Birds		NTAmerica	Berry2	15	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Myrtales	MELASTOMATACEAE	Mouriri	parvifolia	60	2	MELASTOM	Mouriri	nervosa	MNER	Mixed		NTAmerica	Berry2	15	17	NA	NA	NA	NA	NA	NA	14.48	NA	66.6	NA	0	0.85	NA	NA
Magnoliopsida	Rosidae	Myrtales	MELASTOMATACEAE	Mouriri	sagotiana	3	46	MELASTOM	Mouriri	parvifol	MPAR	Mixed		NTAmerica	Berry2	NA	NA	0.24	0.09	0.02	NA	NA	37.4	17.75	1.58	56.4	0.06	0.04	0.87	0.03	NA
Magnoliopsida	Rosidae	Sapindales	MELIACEAE	Aglaia	cf.Versteeghi	39	3	MELIACEA	Aglaia	cf.Verst	AVER	Birds		Australasia	Aril	16	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Sapindales	MELIACEAE	Aglaia	teysmanniana	65	32	MELIACEA	Aglaia	teysmann	ATEY	Birds		Australasia	Aril	NA	NA	NA	NA	NA	NA	NA	NA	23.19	NA	NA	0.28	0.05	0.67	NA	NA
Magnoliopsida	Rosidae	Sapindales	MELIACEAE	Aglaia	elliptica	65	32	MELIACEA	Aglaia	elliptic	AELL	Mammals		Australasia	Aril	NA	NA	NA	NA	NA	NA	NA	NA	17.41	NA	NA	0.03	0.01	0.96	NA	NA
Magnoliopsida	Rosidae	Sapindales	MELIACEAE	Aglaia	korthalsii	65	32	MELIACEA	Aglaia	korthals	AKOR	Mammals		Australasia	Aril	NA	NA	NA	NA	NA	NA	NA	NA	19.8	NA	NA	0.13	0.05	0.82	NA	NA
Magnoliopsida	Rosidae	Sapindales	MELIACEAE	Aglaia	speciosa	65	32	MELIACEA	Aglaia	speciosa	ASPE	Mammals		Australasia	Aril	NA	NA	NA	NA	NA	NA	NA	NA	19.34	NA	NA	0.11	0.02	0.87	NA	NA
Magnoliopsida	Rosidae	Sapindales	MELIACEAE	Aglaia	oligocarpa	65	32	MELIACEA	Aglaia	oligocar	AOLI	Mixed		Australasia	Aril	NA	NA	NA	NA	NA	NA	NA	NA	30.72	NA	NA	0.61	0.01	0.39	NA	NA
Magnoliopsida	Rosidae	Sapindales	MELIACEAE	Aglaia	sp.2	65	32	MELIACEA	Aglaia	sp.2	ASP2	Mixed		Australasia	Aril	NA	NA	NA	NA	NA	NA	NA	NA	25.45	NA	NA	0.38	0.01	0.62	NA	NA
Magnoliopsida	Rosidae	Sapindales	MELIACEAE	Chisocheton	weinlandii	39	3	MELIACEA	Chisoche	weinland	CWEI	Birds		Australasia	Aril	10	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Sapindales	MELIACEAE	Dysoxylum	aff.klanderi	43	4	MELIACEA	Dysoxylu	aff.klan	DKLA	Birds		Australasia	Aril	28.5	20	7.5	0.45	NA	NA	NA	6	NA	NA	38	0.6	0.06	NA	NA	NA
Magnoliopsida	Rosidae	Sapindales	MELIACEAE	Dysoxylum	cf.Macrothyrsum	39	3	MELIACEA	Dysoxylu	cf.Macro	DMAC	Birds		Australasia	Aril	12	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Sapindales	MELIACEAE	Dysoxylum	micranthum	43	4	MELIACEA	Dysoxylu	micranth	DMIC	Birds		Australasia	Aril	10.8	7.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Sapindales	MELIACEAE	Dysoxylum	oppositifolium	43	4	MELIACEA	Dysoxylu	oppositi	DOPP	Birds		Australasia	Aril	15.8	10.3	1	0.14	NA	NA	NA	13.9	NA	NA	57	NA	0.03	NA	NA	NA
Magnoliopsida	Rosidae	Sapindales	MELIACEAE	Ekebergia	capensis1	10	15	MELIACEA	Ekebergi	capensis1	ECAP1	Birds		Africa	Aril	NA	NA	1.85	0.37	0.1	4	0.03	19.8	20.72	7.61	74.6	0.09	0.22	0.64	0.06	0.1
Magnoliopsida	Rosidae	Sapindales	MELIACEAE	Ekebergia	capensis2	36	43	MELIACEA	Ekebergi	capensis2	ECAP2	Birds		Africa	Aril	19.7	16.2	1.44	NA	NA	NA	NA	NA	15.86	NA	NA	0.09	0.22	0.53	0.06	0.1
Magnoliopsida	Rosidae	Sapindales	MELIACEAE	Guarea	kunthiana	71	9	MELIACEA	Guarea	kunthian	GKUN	Birds		NTAmerica	Aril	16	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Sapindales	MELIACEAE	Lansium	domesticum	65	32	MELIACEA	Lansium	domestic	LDOM	Birds		Australasia	Aril	NA	NA	NA	NA	NA	NA	NA	NA	19.42	NA	NA	0.12	0.02	0.87	NA	NA
Magnoliopsida	Rosidae	Sapindales	MELIACEAE	Lepidotrichilia	volkensii	61	8	MELIACEA	Lepidotr	volkensi	LVOL	Birds		Africa	Drupe1	10.5	10.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Sapindales	MELIACEAE	Melia	azedarach	43	4	MELIACEA	Melia	azedarac	MAZE	Mixed		Australasia	Drupe1	16	12	1.19	0.27	NA	NA	NA	23	NA	NA	62.9	0.05	0.06	NA	NA	NA
Magnoliopsida	Rosidae	Sapindales	MELIACEAE	Trichilia	cf.Quadrijuga	71	9	MELIACEA	Trichili	cf.Quadr	TQUA	Birds		NTAmerica	Aril	22	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Sapindales	MELIACEAE	Trichilia	cuneata1	16	13	MELIACEA	Trichili	cuneata1	TCUN1	Birds		NTAmerica	Aril	NA	NA	0.6	0.1	0.09	3.2	0.03	17.3	30.77	3.05	53.7	0.6	0.15	0.22	0.03	0.04
Magnoliopsida	Rosidae	Sapindales	MELIACEAE	Trichilia	cuneata2	38	49	MELIACEA	Trichili	cuneata2	TCUN2	Birds		NTAmerica	Aril	NA	NA	0.22	0.09	0.12	1	0.12	41.6	35.16	3.2	5.1	0.79	0.18	0.01	0.02	NA
Magnoliopsida	Rosidae	Sapindales	MELIACEAE	Trichilia	dregeana1	36	43	MELIACEA	Trichili	dregeana1	TDRE	Birds		Africa	Aril	24	11.3	1.38	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Sapindales	MELIACEAE	Trichilia	dregeana2	61	8	MELIACEA	Trichili	dregeana2	TDEG	Birds		Africa	Aril	15	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Sapindales	MELIACEAE	Trichilia	emetica1	10	15	MELIACEA	Trichili	emetica1	TEME1	Birds		Africa	Aril	NA	NA	0.92	0.24	0.16	1	0.16	25.1	28.67	6.77	57.6	0.47	0.09	0.42	0.03	0.1
Magnoliopsida	Rosidae	Sapindales	MELIACEAE	Trichilia	emetica2	36	43	MELIACEA	Trichili	emetica2	TEME1	Birds		Africa	Aril	20.1	12.6	0.58	NA	NA	NA	NA	NA	24.28	NA	NA	0.47	0.09	0.31	0.04	0.1
Magnoliopsida	Rosidae	Sapindales	MELIACEAE	Trichilia	gilgiana	40	41	MELIACEA	Trichili	gilgiana	TGIL	Birds		Africa	Aril	NA	NA	NA	NA	NA	NA	NA	NA	19.17	NA	60	0.11	0.05	0.85	0.01	NA
Magnoliopsida	Rosidae	Sapindales	MELIACEAE	Trichilia	sp.1	40	41	MELIACEA	Trichili	sp.1	TSP1	Birds		Africa	Aril	NA	NA	NA	NA	NA	NA	NA	NA	23.36	NA	76	0.29	0.05	0.66	0.01	NA
Magnoliopsida	Rosidae	Sapindales	MELIANTHACEAE	Bersama	abyssinica	61	8	MELIANTH	Bersama	abyssini	BABY	Birds		Africa	Aril	11	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Magnoliidae	Ranunculales	MENISPERMACEAE	Hypserpa	decumbens	43	4	MENISPER	Hypserpa	decumben	HDEC	Birds		Australasia	Drupe1	12.5	13.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Magnoliidae	Ranunculales	MENISPERMACEAE	Hypserpa	laurina	43	4	MENISPER	Hypserpa	laurina	HLAU	Birds		Australasia	Drupe1	14.7	13.7	1.35	0.14	NA	NA	NA	10.3	NA	NA	86.4	0.06	0.07	NA	NA	NA
Magnoliopsida	Magnoliidae	Ranunculales	MENISPERMACEAE	Menispermum	canadense	37	22	MENISPER	Menisper	canadens	MCAN	Birds		NAmerica	Drupe1	NA	8	0.61	0.07	NA	1	NA	11	20.76	1.39	86.6	0.01	0.05	0.23	NA	NA
Magnoliopsida	Magnoliidae	Ranunculales	MENISPERMACEAE	Stephania	abyssinica	61	8	MENISPER	Stephani	abyssini	STAB	Birds		Africa	Drupe1	6.5	6.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	MONIMIACEAE	Hedycarya	angustifolia	70	14	MONIMIAC	Hedycary	angustif	HANG	Birds		Australasia	Drupe1	NA	NA	0.52	0.06	0.04	22.3	0	11.1	NA	NA	83.3	0.61	0.05	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	MONIMIACEAE	Hedycarya	arborea	33	47	MONIMIAC	Hedycary	arborea	HARB	Birds		Australasia	Drupe1	NA	NA	0.67	0.07	0.09	NA	NA	10.4	23.69	1.66	76	0.21	0.1	0.37	0.08	0.24
Magnoliopsida	Magnoliidae	Laurales	MONIMIACEAE	Siparuna	decipiens	71	9	MONIMIAC	Siparuna	decipien	SDEC	Birds		NTAmerica	Drupe1	25	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	MONIMIACEAE	Tetrasynandra	laxiflora	43	4	MONIMIAC	Tetrasyn	laxiflor	TLAX	Birds		Australasia	Drupe1	14.1	12	0.81	0.2	NA	NA	NA	25	NA	NA	65.4	0.01	0.09	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	MONIMIACEAE	Xymalos	monospora	61	8	MONIMIAC	Xymalos	monospor	XMON	Birds		Africa	Drupe1	12	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Brosimum	alicastrum	34	11	MORACEAE	Brosimum	alicastr	BALI	Mammals		NTAmerica	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	14.19	NA	NA	0.05	0.07	0.78	0.04	0.07
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Brosimum	guianense	71	9	MORACEAE	Brosimum	guianens	BGUI	Mixed		NTAmerica	Drupe2	15	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Chlorophora	excelsa	31	42	MORACEAE	Chloroph	excelsa	CEXC	Mixed		Africa	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	capensis1	61	8	MORACEAE	Ficus	capensis1	FCAP1	Birds		Africa	Syconium	35	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	ingens	61	8	MORACEAE	Ficus	ingens	FING	Birds		Africa	Syconium	11.5	11.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	kirkii	61	8	MORACEAE	Ficus	kirkii	FKIR	Birds		Africa	Syconium	32.5	32.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	lutea	61	8	MORACEAE	Ficus	lutea	FLUT	Birds		Africa	Syconium	20	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	sycomorus	61	8	MORACEAE	Ficus	sycomorus	FSYC	Birds		Africa	Syconium	25	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	vallis-chondae1	61	8	MORACEAE	Ficus	vallis-c1	FVAL1	Birds		Africa	Syconium	42.5	42.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	annulata	72	25	MORACEAE	Ficus	annulata	FANN	Mammals		Australasia	Syconium	28.7	22.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	aurantia	72	25	MORACEAE	Ficus	aurantia	FAUR	Mammals		Australasia	Syconium	69.5	68.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	depressa	72	25	MORACEAE	Ficus	depressa	FDEP	Mammals		Australasia	Syconium	35.1	26.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	grossula	72	25	MORACEAE	Ficus	grossula	FGRO	Mammals		Australasia	Syconium	12.5	12.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	punctata	72	25	MORACEAE	Ficus	punctata	FPUN	Mammals		Australasia	Syconium	77	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	variegata	72	25	MORACEAE	Ficus	variegat	FVAR	Mammals		Australasia	Syconium	21.2	18.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	aff.cotinifolia	34	11	MORACEAE	Ficus	aff.coti	FaCO	Mixed		NTAmerica	Syconium	NA	NA	NA	NA	NA	NA	NA	NA	13.56	NA	NA	0.08	0.08	0.52	0.06	0.26
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	benjamin	72	25	MORACEAE	Ficus	benjamin	FBEN	Mixed		Australasia	Syconium	8.9	7.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	binnendyckii	72	25	MORACEAE	Ficus	binnendy	FBIN	Mixed		Australasia	Syconium	8.5	7.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	bracteata	72	25	MORACEAE	Ficus	bracteat	FBRA	Mixed		Australasia	Syconium	18.5	21.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	broadwayi	60	2	MORACEAE	Ficus	broadway	FBRO	Mixed		NTAmerica	Syconium	20	20.5	NA	NA	NA	NA	NA	NA	NA	NA	68.6	NA	0	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	capensis2	31	42	MORACEAE	Ficus	capensis2	FCAP2	Mixed		Africa	Syconium	NA	NA	21.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	carica	0	17	MORACEAE	Ficus	carica	FCAR	Mixed		MEurope	Syconium	33.5	30.6	13.91	1.28	1.33	1215.9	0	9.2	17.2	21.97	81.3	0.02	0.04	0.87	0.02	0.06
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	catappaefolia	60	2	MORACEAE	Ficus	catappae	FCAT	Mixed		NTAmerica	Syconium	15	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	caulocarpa	72	25	MORACEAE	Ficus	caulocar	FCAU	Mixed		Australasia	Syconium	5.4	5.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	consociata	72	25	MORACEAE	Ficus	consocia	FCON	Mixed		Australasia	Syconium	14.3	17.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	cotinifolia	15	23	MORACEAE	Ficus	cotinifo	FCOT	Mixed		NTAmerica	Syconium	9.5	11.6	0.6	0.14	0.03	238	0	8.3	16.16	2.26	66.4	0.03	0.05	0.6	0.09	0.24
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	crassiramea	72	25	MORACEAE	Ficus	crassira	FCRA	Mixed		Australasia	Syconium	20	17.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	crassiuscula	58	7	MORACEAE	Ficus	crassius	FCRA	Mixed		NTAmerica	Syconium	NA	NA	NA	NA	NA	NA	NA	NA	8.33	NA	83	0.01	0.03	0.44	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	cucurbitina	72	25	MORACEAE	Ficus	cucurbit	FCUC	Mixed		Australasia	Syconium	30.9	20.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	delosyce	72	25	MORACEAE	Ficus	delosyce	FDEL	Mixed		Australasia	Syconium	10.1	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	destruens	43	4	MORACEAE	Ficus	destruen	FDES	Mixed		Australasia	Syconium	15	12.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	drupacea2	72	25	MORACEAE	Ficus	drupacea2	FDRU2	Mixed		Australasia	Syconium	36.4	27.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	drupacea1	39	3	MORACEAE	Ficus	drupacea1	FDRU1	Mixed		Australasia	Syconium	18	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	dubia	72	25	MORACEAE	Ficus	dubia	FDUB	Mixed		Australasia	Syconium	28.6	27.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	exasperata	61	8	MORACEAE	Ficus	exaspera	FEXA	Mixed		Africa	Syconium	11	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	gnaphalocarpa	22	18	MORACEAE	Ficus	gnaphalo	FGNA	Mixed		NTAmerica	Syconium	NA	NA	NA	NA	NA	NA	NA	NA	18.84	NA	78.5	0.05	0.07	0.88	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	gul	39	3	MORACEAE	Ficus	gul	FGUL	Mixed		Australasia	Syconium	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	heteropleura	72	25	MORACEAE	Ficus	heteropl	FHET	Mixed		Australasia	Syconium	7.6	7.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	insculpta	39	3	MORACEAE	Ficus	insculpt	FINS	Mixed		Australasia	Syconium	9	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	insipida	21	29	MORACEAE	Ficus	insipida	FINS	Mixed		NTAmerica	Syconium	NA	NA	12.35	2.06	0.26	160	0	16.7	17.66	36.39	81.1	0.01	0.02	0.91	0.06	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	kerkhovenii	72	25	MORACEAE	Ficus	kerkhove	FKER	Mixed		Australasia	Syconium	13.3	11.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	leptoclada	43	4	MORACEAE	Ficus	leptocla	FLEP	Mixed		Australasia	Syconium	16	14.4	1.22	0.15	NA	NA	NA	12.2	NA	NA	85.9	0.06	0.17	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	macrosperma	75	35	MORACEAE	Ficus	macrospe	FMAC	Mixed		Africa	Syconium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83.6	0.05	0.04	0.27	NA	0.27
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	natalens	10	15	MORACEAE	Ficus	natalens	FNAT	Mixed		Africa	Syconium	NA	NA	1.69	0.13	0.11	400	0	7.4	17.16	2.15	86	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	nitida	3	46	MORACEAE	Ficus	nitida	FNIT	Mixed		NTAmerica	Syconium	NA	NA	0.85	0.08	0.08	NA	NA	9.7	16.53	1.36	79.6	0.05	0.06	0.8	0.09	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	nymphaefolia	60	2	MORACEAE	Ficus	nymphaef	FNYM	Mixed		NTAmerica	Syconium	20	20.5	NA	NA	NA	NA	NA	NA	NA	NA	72.3	NA	0	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	obliqua	39	3	MORACEAE	Ficus	obliqua	FOBL	Mixed		Australasia	Syconium	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	obscura	72	25	MORACEAE	Ficus	obscura	FOBS	Mixed		Australasia	Syconium	7.1	7.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	odoardi	39	3	MORACEAE	Ficus	odoardi	FODO	Mixed		Australasia	Syconium	28	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	ovata	31	42	MORACEAE	Ficus	ovata	FOVA	Mixed		Africa	Syconium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	parietalis	72	25	MORACEAE	Ficus	parietal	FPAR	Mixed		Australasia	Syconium	14.8	15.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	pellucido-punctata	72	25	MORACEAE	Ficus	pellucid	FPEL	Mixed		Australasia	Syconium	17.7	11.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	pisocarpa	72	25	MORACEAE	Ficus	pisocarp	FPIS	Mixed		Australasia	Syconium	11.6	12.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	polita	61	8	MORACEAE	Ficus	polita	FPOL	Mixed		Africa	Syconium	35	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	recurvata	75	35	MORACEAE	Ficus	recurvat	FREC	Mixed		Africa	Syconium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.6	0.02	0.03	0.38	NA	0.27
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	sagittata	72	25	MORACEAE	Ficus	sagittat	FSAG	Mixed		Australasia	Syconium	12	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	sansibarica	61	8	MORACEAE	Ficus	sansibar	FSAN	Mixed		Africa	Syconium	37.5	37.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	sinuata	72	25	MORACEAE	Ficus	sinuata	FSIN	Mixed		Australasia	Syconium	4.4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	sp.1	3	46	MORACEAE	Ficus	sp.1	FSP.1	Mixed		NTAmerica	Syconium	NA	NA	NA	NA	NA	NA	NA	NA	16.99	NA	75.6	0.06	0.07	0.78	0.09	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	sp.2	3	46	MORACEAE	Ficus	sp.2	FSP.2	Mixed		NTAmerica	Syconium	NA	NA	NA	NA	NA	NA	NA	NA	16.45	NA	72.9	0.04	0.07	0.79	0.09	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	sp.202	39	3	MORACEAE	Ficus	sp.202	F202	Mixed		Australasia	Syconium	14	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	sp.217	39	3	MORACEAE	Ficus	sp.217	F217	Mixed		Australasia	Syconium	10	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	sp.275	39	3	MORACEAE	Ficus	sp.275	F275	Mixed		Australasia	Syconium	11	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
